,Unnamed: 0,date,activity,distance,time,cumulative_distance,cumulative_time,cumulative_hours,%_of_10000,month,year,month_year,dayofweek,week,distance_km,cumulative_distance_km
490,490,2021-02-07,Run,20000.0,117.52,1287231.0,7247.950000000001,120.79916666666662,1.2103916666666668,02,2021,202102,6,72,20.0,1287.231
491,491,2021-02-08,,,,1287231.0,7247.950000000001,120.79916666666662,1.2103916666666668,02,2021,202102,0,73,,1287.231
492,492,2021-02-09,Run,5360.0,30.1,1292591.0,7278.050000000001,121.30083333333329,1.2154083333333332,02,2021,202102,1,73,5.36,1292.591
493,493,2021-02-10,,,,1292591.0,7278.050000000001,121.30083333333329,1.2154083333333332,02,2021,202102,2,73,,1292.591
494,494,2021-02-11,Run,10001.0,55.54,1302592.0,7333.590000000001,122.22649999999996,1.2247316666666668,02,2021,202102,3,73,10.001,1302.592
495,495,2021-02-12,Run,13008.0,71.44,1315600.0,7405.030000000001,123.41716666666663,1.236705,02,2021,202102,4,73,13.008,1315.6
496,496,2021-02-13,,,,1315600.0,7405.030000000001,123.41716666666663,1.236705,02,2021,202102,5,73,,1315.6
497,497,2021-02-14,,,,1315600.0,7405.030000000001,123.41716666666663,1.236705,02,2021,202102,6,73,,1315.6
498,498,2021-02-15,,,,1315600.0,7405.030000000001,123.41716666666663,1.236705,02,2021,202102,0,74,,1315.6
499,499,2021-02-16,,,,1315600.0,7405.030000000001,123.41716666666663,1.236705,02,2021,202102,1,74,,1315.6
500,500,2021-02-17,Run,9270.0,49.31,1324870.0,7454.340000000001,124.23899999999996,1.2449233333333334,02,2021,202102,2,74,9.27,1324.87
501,501,2021-02-18,,,,1324870.0,7454.340000000001,124.23899999999996,1.2449233333333334,02,2021,202102,3,74,,1324.87
502,502,2021-02-19,Run,14470.0,89.0,1339340.0,7543.340000000001,125.7223333333333,1.2597566666666666,02,2021,202102,4,74,14.47,1339.34
503,503,2021-02-20,Run,10000.0,52.48,1349340.0,7595.820000000001,126.59699999999997,1.26857,02,2021,202102,5,74,10.0,1349.34
504,504,2021-02-21,Run,16350.0,85.06,1365690.0,7680.880000000001,128.01466666666664,1.2827466666666665,02,2021,202102,6,74,16.35,1365.69
505,505,2021-02-22,,,,1365690.0,7680.880000000001,128.01466666666664,1.2827466666666665,02,2021,202102,0,75,,1365.69
506,506,2021-02-23,Run,8700.0,44.05,1374390.0,7724.930000000001,128.7488333333333,1.2900883333333333,02,2021,202102,1,75,8.7,1374.39
507,507,2021-02-24,,,,1374390.0,7724.930000000001,128.7488333333333,1.2900883333333333,02,2021,202102,2,75,,1374.39
508,508,2021-02-25,,,,1374390.0,7724.930000000001,128.7488333333333,1.2900883333333333,02,2021,202102,3,75,,1374.39
509,509,2021-02-26,Run,15270.0,84.31,1389660.0,7809.240000000002,130.15399999999997,1.3042066666666663,02,2021,202102,4,75,15.27,1389.66
510,510,2021-02-27,Run,5730.0,32.41,1395390.0,7841.6500000000015,130.69416666666663,1.309675,02,2021,202102,5,75,5.73,1395.39
511,511,2021-02-28,Run,4530.0,30.39,1399920.0,7872.040000000002,131.20066666666662,1.31474,02,2021,202102,6,75,4.53,1399.92
512,512,2021-03-01,,,,1399920.0,7872.040000000002,131.20066666666662,1.31474,03,2021,202103,0,76,,1399.92
513,513,2021-03-02,Run,10000.0,56.33,1409920.0,7928.370000000002,132.13949999999994,1.324195,03,2021,202103,1,76,10.0,1409.92
514,514,2021-03-03,,,,1409920.0,7928.370000000002,132.13949999999994,1.324195,03,2021,202103,2,76,,1409.92
515,515,2021-03-04,Run,9240.0,51.41,1419160.0,7979.780000000002,132.99633333333327,1.3327633333333333,03,2021,202103,3,76,9.24,1419.16
516,516,2021-03-05,,,,1419160.0,7979.780000000002,132.99633333333327,1.3327633333333333,03,2021,202103,4,76,,1419.16
517,517,2021-03-06,Run,10301.0,56.54,1429461.0,8036.3200000000015,133.9386666666666,1.3422533333333333,03,2021,202103,5,76,10.301,1429.461
518,518,2021-03-07,Run,10301.0,53.01,1439762.0,8089.330000000002,134.8221666666666,1.3510883333333332,03,2021,202103,6,76,10.301,1439.762
519,519,2021-03-08,Run,5009.0,27.29,1444771.0,8116.620000000002,135.27699999999993,1.3557033333333337,03,2021,202103,0,77,5.009,1444.771
520,520,2021-03-09,,,,1444771.0,8116.620000000002,135.27699999999993,1.3557033333333337,03,2021,202103,1,77,,1444.771
521,521,2021-03-10,Run,21010.0,111.3,1465781.0,8227.920000000002,137.13199999999992,1.374253333333333,03,2021,202103,2,77,21.01,1465.781
522,522,2021-03-11,,,,1465781.0,8227.920000000002,137.13199999999992,1.374253333333333,03,2021,202103,3,77,,1465.781
523,523,2021-03-12,,,,1465781.0,8227.920000000002,137.13199999999992,1.374253333333333,03,2021,202103,4,77,,1465.781
524,524,2021-03-13,Run,10003.0,54.57,1475784.0,8282.490000000002,138.04149999999993,1.383415,03,2021,202103,5,77,10.003,1475.784
525,525,2021-03-14,,,,1475784.0,8282.490000000002,138.04149999999993,1.383415,03,2021,202103,6,77,,1475.784
526,526,2021-03-15,,,,1475784.0,8282.490000000002,138.04149999999993,1.383415,03,2021,202103,0,78,,1475.784
527,527,2021-03-16,Run,6450.0,35.01,1482234.0,8317.500000000002,138.62499999999991,1.38925,03,2021,202103,1,78,6.45,1482.234
528,528,2021-03-17,Run,10000.0,54.28,1492234.0,8371.780000000002,139.52966666666657,1.3983633333333334,03,2021,202103,2,78,10.0,1492.234
529,529,2021-03-18,,,,1492234.0,8371.780000000002,139.52966666666657,1.3983633333333334,03,2021,202103,3,78,,1492.234
530,530,2021-03-19,Run,10100.0,50.56,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,4,78,10.1,1502.334
531,531,2021-03-20,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,5,78,,1502.334
532,532,2021-03-21,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,6,78,,1502.334
533,533,2021-03-22,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,0,79,,1502.334
534,534,2021-03-23,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,1,79,,1502.334
535,535,2021-03-24,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,2,79,,1502.334
536,536,2021-03-25,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,3,79,,1502.334
537,537,2021-03-26,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,4,79,,1502.334
538,538,2021-03-27,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,5,79,,1502.334
539,539,2021-03-28,,,,1502334.0,8422.340000000002,140.37233333333324,1.4068566666666666,03,2021,202103,6,79,,1502.334
540,540,2021-03-29,Run,10001.0,53.24,1512335.0,8475.580000000002,141.2596666666666,1.41573,03,2021,202103,0,80,10.001,1512.335
541,541,2021-03-30,,,,1512335.0,8475.580000000002,141.2596666666666,1.41573,03,2021,202103,1,80,,1512.335
542,542,2021-03-31,Run,9430.0,52.25,1521765.0,8527.830000000002,142.13049999999993,1.424505,03,2021,202103,2,80,9.43,1521.765
543,543,2021-04-01,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,3,80,,1521.765
544,544,2021-04-02,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,4,80,,1521.765
545,545,2021-04-03,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,5,80,,1521.765
546,546,2021-04-04,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,6,80,,1521.765
547,547,2021-04-05,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,0,81,,1521.765
548,548,2021-04-06,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,1,81,,1521.765
549,549,2021-04-07,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,2,81,,1521.765
550,550,2021-04-08,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,3,81,,1521.765
551,551,2021-04-09,,,,1521765.0,8527.830000000002,142.13049999999993,1.424505,04,2021,202104,4,81,,1521.765
552,552,2021-04-10,Run,10000.0,53.4,1531765.0,8581.230000000001,143.0204999999999,1.433405,04,2021,202104,5,81,10.0,1531.765
553,553,2021-04-11,,,,1531765.0,8581.230000000001,143.0204999999999,1.433405,04,2021,202104,6,81,,1531.765
554,554,2021-04-12,Run,10000.0,53.01,1541765.0,8634.240000000002,143.9039999999999,1.44224,04,2021,202104,0,82,10.0,1541.765
555,555,2021-04-13,,,,1541765.0,8634.240000000002,143.9039999999999,1.44224,04,2021,202104,1,82,,1541.765
556,556,2021-04-14,Run,6000.0,32.47,1547765.0,8666.710000000001,144.44516666666658,1.4477183333333332,04,2021,202104,2,82,6.0,1547.765
557,557,2021-04-15,,,,1547765.0,8666.710000000001,144.44516666666658,1.4477183333333332,04,2021,202104,3,82,,1547.765
558,558,2021-04-16,Run,16370.0,97.06,1564135.0,8763.77,146.06283333333326,1.4638950000000002,04,2021,202104,4,82,16.37,1564.135
559,559,2021-04-17,Hike,7860.0,137.12,1571995.0,8900.890000000001,148.3481666666666,1.4867483333333331,04,2021,202104,5,82,7.86,1571.995
560,560,2021-04-18,,,,1571995.0,8900.890000000001,148.3481666666666,1.4867483333333331,04,2021,202104,6,82,,1571.995
561,561,2021-04-19,,,,1571995.0,8900.890000000001,148.3481666666666,1.4867483333333331,04,2021,202104,0,83,,1571.995
562,562,2021-04-20,Run,10001.0,51.32,1581996.0,8952.210000000001,149.20349999999993,1.4953683333333332,04,2021,202104,1,83,10.001,1581.996
563,563,2021-04-21,,,,1581996.0,8952.210000000001,149.20349999999993,1.4953683333333332,04,2021,202104,2,83,,1581.996
564,564,2021-04-22,,,,1581996.0,8952.210000000001,149.20349999999993,1.4953683333333332,04,2021,202104,3,83,,1581.996
565,565,2021-04-23,Run,30006.0,177.06,1612002.0,9129.27,152.15449999999993,1.5248783333333331,04,2021,202104,4,83,30.006,1612.002
566,566,2021-04-24,,,,1612002.0,9129.27,152.15449999999993,1.5248783333333331,04,2021,202104,5,83,,1612.002
567,567,2021-04-25,,,,1612002.0,9129.27,152.15449999999993,1.5248783333333331,04,2021,202104,6,83,,1612.002
568,568,2021-04-26,Run,11500.0,62.0,1623502.0,9191.27,153.18783333333326,1.5352116666666666,04,2021,202104,0,84,11.5,1623.502
569,569,2021-04-27,,,,1623502.0,9191.27,153.18783333333326,1.5352116666666666,04,2021,202104,1,84,,1623.502
570,570,2021-04-28,Run,8890.0,45.15,1632392.0,9236.42,153.94033333333326,1.5427366666666666,04,2021,202104,2,84,8.89,1632.392
571,571,2021-04-29,,,,1632392.0,9236.42,153.94033333333326,1.5427366666666666,04,2021,202104,3,84,,1632.392
572,572,2021-04-30,Run,3500.0,20.05,1635892.0,9256.47,154.27449999999993,1.5460783333333332,04,2021,202104,4,84,3.5,1635.892
573,573,2021-05-01,,,,1635892.0,9256.47,154.27449999999993,1.5460783333333332,05,2021,202105,5,84,,1635.892
574,574,2021-05-02,,,,1635892.0,9256.47,154.27449999999993,1.5460783333333332,05,2021,202105,6,84,,1635.892
575,575,2021-05-03,,,,1635892.0,9256.47,154.27449999999993,1.5460783333333332,05,2021,202105,0,85,,1635.892
576,576,2021-05-04,,,,1635892.0,9256.47,154.27449999999993,1.5460783333333332,05,2021,202105,1,85,,1635.892
577,577,2021-05-05,,,,1635892.0,9256.47,154.27449999999993,1.5460783333333332,05,2021,202105,2,85,,1635.892
578,578,2021-05-06,Run,6002.0,30.13,1641894.0,9286.599999999999,154.77666666666659,1.5511666666666666,05,2021,202105,3,85,6.002,1641.894
579,579,2021-05-07,Run,10000.0,55.24,1651894.0,9341.839999999998,155.69733333333326,1.5603733333333334,05,2021,202105,4,85,10.0,1651.894
580,580,2021-05-08,,,,1651894.0,9341.839999999998,155.69733333333326,1.5603733333333334,05,2021,202105,5,85,,1651.894
581,581,2021-05-09,Run,10006.0,57.14,1661900.0,9398.979999999998,156.6496666666666,1.5698966666666665,05,2021,202105,6,85,10.006,1661.9
